GNOSIS
Date,Open,High,Low,Close,Adj Close,Volume
2017-11-15,62.779400,67.314697,62.583500,64.771797,64.771797,537406
2017-11-16,64.619698,68.609398,63.436199,66.531502,66.531502,704761
2017-11-17,66.458801,68.288200,62.824001,63.595501,63.595501,561764
2017-11-18,63.432999,67.753403,61.505001,66.757103,66.757103,609867
2017-11-19,66.537399,71.180901,66.537399,68.186798,68.186798,544072
2017-11-20,68.180099,71.780502,67.310699,69.821098,69.821098,598260
2017-11-21,69.659302,70.951897,66.980698,68.688698,68.688698,354938
2017-11-22,68.919296,72.446503,68.509804,72.168999,72.168999,572103
2017-11-23,72.193703,81.654800,72.101501,80.626602,80.626602,1051470
2017-11-24,80.883301,141.029999,78.285500,134.134003,134.134003,11161900
2017-11-25,130.841003,130.940002,113.138000,114.209999,114.209999,5244680
2017-11-26,113.912003,115.839996,104.961998,107.197998,107.197998,2226000
2017-11-27,107.999001,133.406006,105.790001,124.436996,124.436996,3482870
2017-11-28,124.621002,125.206001,111.524002,116.579002,116.579002,1846950
2017-11-29,116.552002,118.973999,90.645699,90.908600,90.908600,1806910
2017-11-30,92.512604,119.177002,85.114197,102.510002,102.510002,1588660
2017-12-01,101.841003,113.171997,96.217499,112.051003,112.051003,865282
2017-12-02,111.619003,112.054001,103.442001,108.331001,108.331001,698882
2017-12-03,108.111000,123.739998,108.111000,115.720001,115.720001,1480320
2017-12-04,116.160004,126.910004,114.393997,126.910004,126.910004,1102920
2017-12-05,127.583000,158.190994,126.706001,141.453995,141.453995,4156710
2017-12-06,140.324005,140.617996,124.247002,131.031998,131.031998,2119980
2017-12-07,130.716003,131.972000,107.891998,112.667000,112.667000,1703210
2017-12-08,112.820999,119.334000,94.157700,119.334000,119.334000,1266520
2017-12-09,119.495003,126.213997,110.396004,118.481003,118.481003,1044910
2017-12-10,118.473000,118.473000,101.037003,106.033997,106.033997,898147
2017-12-11,104.861000,138.785995,104.757004,122.007004,122.007004,2454820
2017-12-12,121.313004,149.703995,118.902000,140.156998,140.156998,3495360
2017-12-13,138.697006,161.873001,134.740997,145.582001,145.582001,2588620
2017-12-14,145.005005,153.917999,139.819000,144.919998,144.919998,2275790
2017-12-15,145.149002,197.218002,137.987000,195.513000,195.513000,4138160
2017-12-16,205.139999,237.348999,171.906006,182.311005,182.311005,13897200
2017-12-17,184.024994,194.837006,175.164001,191.593002,191.593002,4076860
2017-12-18,191.414001,202.686005,177.779999,197.656998,197.656998,5729120
2017-12-19,197.938004,234.080994,190.931000,206.473999,206.473999,9637740
2017-12-20,205.292999,221.261993,175.576996,216.753006,216.753006,4488160
2017-12-21,217.160004,225.279999,186.815994,203.966003,203.966003,5177380
2017-12-22,205.559006,206.705994,124.828003,157.871002,157.871002,2495710
2017-12-23,158.867996,179.548996,157.078995,165.044998,165.044998,3014290
2017-12-24,167.024994,193.289993,147.307999,188.727997,188.727997,6550540
2017-12-25,190.427994,241.257996,179.737000,235.677002,235.677002,10565800
2017-12-26,236.203003,239.848007,194.302994,211.964996,211.964996,8488740
2017-12-27,215.179001,217.264999,202.403000,209.102005,209.102005,4132630
2017-12-28,211.240005,211.240005,174.557007,205.923004,205.923004,3367950
2017-12-29,208.330002,224.291000,193.432007,219.638000,219.638000,3603750
2017-12-30,219.332001,220.779007,180.378998,189.802994,189.802994,2599560
2017-12-31,187.617004,213.977997,181.638000,210.218994,210.218994,2445030
2018-01-01,210.001999,237.910995,199.968994,227.074997,227.074997,4679640
2018-01-02,227.270996,304.153015,227.270996,268.605011,268.605011,11729800
2018-01-03,266.566010,273.221008,239.455002,266.453003,266.453003,6210680
2018-01-04,268.800995,314.804993,249.608994,299.033997,299.033997,7731170
2018-01-05,296.826996,461.174011,296.300995,406.157990,406.157990,24649100
2018-01-06,404.975006,438.717010,372.829010,396.855988,396.855988,12115800
2018-01-07,396.638000,398.151001,359.928986,366.421997,366.421997,8109390
2018-01-08,366.304993,366.304993,289.281006,358.881012,358.881012,6226050
2018-01-09,360.544006,409.269012,341.623993,401.093994,401.093994,8995610
2018-01-10,388.803986,418.690002,342.987000,401.216003,401.216003,8827660
2018-01-11,400.662994,415.210999,318.272003,326.194000,326.194000,4325760
2018-01-12,328.600006,385.200012,315.944000,371.281006,371.281006,3846700
2018-01-13,371.816986,400.368988,354.044006,378.097992,378.097992,4545050
2018-01-14,377.071014,385.207001,339.707001,348.421997,348.421997,2633670
2018-01-15,346.756012,352.394989,322.248993,322.248993,322.248993,4585570
2018-01-16,323.321014,323.321014,182.884003,210.235001,210.235001,6651720
2018-01-17,211.063004,222.973999,153.304993,213.910004,213.910004,4360800
2018-01-18,222.397003,257.907013,213.636993,233.942001,233.942001,3731790
2018-01-19,232.759995,263.139008,212.826996,256.825989,256.825989,5464490
2018-01-20,259.608002,275.173004,248.973007,272.316010,272.316010,2707450
2018-01-21,273.121002,273.121002,221.712006,228.472000,228.472000,3447880
2018-01-22,229.240005,236.302994,192.300995,205.399002,205.399002,2746300
2018-01-23,204.117004,217.421005,186.770996,211.164993,211.164993,2556720
2018-01-24,211.393005,242.317001,206.000000,238.520004,238.520004,4055150
2018-01-25,242.862000,255.865005,226.804993,229.003006,229.003006,2984840
2018-01-26,228.115997,232.835007,200.322006,219.703995,219.703995,2193010
2018-01-27,219.809998,238.647995,214.979004,230.645996,230.645996,1538770
2018-01-28,232.802994,244.182999,232.003998,238.931000,238.931000,1955460
2018-01-29,238.809006,241.373001,225.552002,229.580002,229.580002,1772170
2018-01-30,229.714005,231.113007,193.003006,196.175003,196.175003,1583330
2018-01-31,196.813004,203.132996,189.936005,202.128006,202.128006,1306540
2018-02-01,202.619003,207.798004,169.229996,177.733002,177.733002,1588310
2018-02-02,177.304001,177.479996,124.977997,160.417007,160.417007,1533120
2018-02-03,161.022995,178.082001,148.203003,175.410995,175.410995,659364
2018-02-04,176.057999,178.115005,135.595001,144.710007,144.710007,894102
2018-02-05,143.475006,144.393997,105.664001,111.101997,111.101997,903000
2018-02-06,110.861000,138.421005,95.609901,135.701996,135.701996,1209090
2018-02-07,135.744003,150.169998,124.494003,132.557007,132.557007,409630
2018-02-08,132.313004,146.576004,132.313004,139.326996,139.326996,388728
2018-02-09,139.709000,146.636993,132.906006,145.235992,145.235992,496750
2018-02-10,145.770996,151.772003,136.947998,142.830994,142.830994,782868
2018-02-11,142.522003,142.522003,131.356995,135.313004,135.313004,230896
2018-02-12,135.932007,148.673004,135.932007,147.112000,147.112000,361071
2018-02-13,147.375000,148.054993,139.817993,141.403000,141.403000,295673
2018-02-14,141.188995,157.964996,140.729996,157.348999,157.348999,541158
2018-02-15,157.298996,161.401001,153.412003,158.248001,158.248001,459950
2018-02-16,158.360992,163.035995,153.932007,159.501007,159.501007,487664
2018-02-17,158.903000,171.406006,157.360001,171.106995,171.106995,718080
2018-02-18,170.746002,173.826004,154.716003,156.253998,156.253998,674286
2018-02-19,155.621002,163.414993,154.447998,159.425003,159.425003,417847
2018-02-20,159.367996,162.110992,138.820007,140.917007,140.917007,1019770
2018-02-21,139.565002,142.406998,127.342003,130.322006,130.322006,539036
2018-02-22,129.546997,135.792999,121.638000,121.638000,121.638000,365920
2018-02-23,121.578003,143.854004,119.230003,142.945007,142.945007,829352
2018-02-24,143.522003,146.903000,126.933998,131.022995,131.022995,503157
2018-02-25,130.660995,132.345993,125.846001,129.078003,129.078003,411321
2018-02-26,129.158997,135.720993,126.819000,134.190002,134.190002,258032
2018-02-27,134.367996,137.651993,131.386002,132.792999,132.792999,354873
2018-02-28,132.768005,136.733002,129.414993,131.699005,131.699005,379829
2018-03-01,132.843002,142.360001,129.345001,141.830002,141.830002,684227
