GMX
Date,Open,High,Low,Close,Adj Close,Volume
2021-09-22,11.347026,12.683001,11.347026,12.626458,12.626458,0
2021-09-23,12.634092,15.773045,12.552281,15.032594,15.032594,15046
2021-09-24,15.034281,15.146470,12.142550,12.662006,12.662006,1909
2021-09-25,12.666321,14.147625,12.472238,13.649994,13.649994,2793
2021-09-26,13.647402,19.336641,13.274203,16.894722,16.894722,9012
2021-09-27,16.884951,19.978510,16.707333,17.641582,17.641582,2570
2021-09-28,17.640503,17.685022,14.699702,14.859328,14.859328,1835
2021-09-29,14.840435,15.986024,14.832658,15.285110,15.285110,609
2021-09-30,15.267811,17.175554,14.755526,15.767675,15.767675,4170
2021-10-01,15.767855,18.062876,15.759940,17.186384,17.186384,1312
2021-10-02,17.187622,17.937197,16.044495,16.607967,16.607967,5270
2021-10-03,16.583792,20.056194,16.432228,19.288170,19.288170,10362
2021-10-04,19.296747,26.205555,17.905451,20.175730,20.175730,10908
2021-10-05,20.180738,28.967999,20.061468,26.292551,26.292551,41088
2021-10-06,26.248207,28.022987,22.974562,25.304951,25.304951,8283
2021-10-07,25.320185,26.253481,22.232866,24.880571,24.880571,4944
2021-10-08,24.850130,24.970568,23.025614,24.691359,24.691359,0
2021-10-09,24.683134,24.696163,21.639612,24.644951,24.644951,7785
2021-10-10,24.617008,26.078243,23.217854,24.182716,24.182716,8090
2021-10-11,24.160526,24.639784,21.469248,22.979231,22.979231,6139
2021-10-12,22.964264,25.494425,21.103954,23.091789,23.091789,5652
2021-10-13,23.100727,23.353525,19.106974,23.312717,23.312717,4069
2021-10-14,23.327936,24.999559,20.772472,23.754984,23.754984,11359
2021-10-15,23.726637,24.275753,21.115202,22.094477,22.094477,3109
2021-10-16,22.124779,22.814703,21.739340,22.515215,22.515215,1477
2021-10-17,22.514645,23.378944,18.222147,22.170492,22.170492,13848
2021-10-18,22.191025,23.426952,21.930799,22.238646,22.238646,4269
2021-10-19,22.240290,24.668337,22.167940,24.567167,24.567167,2280
2021-10-20,24.452864,25.029989,23.286152,24.648165,24.648165,5995
2021-10-21,24.605570,26.114573,24.110704,24.609577,24.609577,6913
2021-10-22,24.583431,33.472164,24.570797,33.362293,33.362293,41793
2021-10-23,33.386070,35.555962,29.000256,35.166031,35.166031,30787
2021-10-24,35.199390,36.062347,31.099899,31.887672,31.887672,6609
2021-10-25,31.838369,37.287861,31.627581,35.296719,35.296719,23902
2021-10-26,35.365475,36.026733,30.312084,34.480942,34.480942,5332
2021-10-27,34.463451,35.001247,28.780586,31.479160,31.479160,10093
2021-10-28,31.522274,41.122864,29.908028,35.935299,35.935299,9791
2021-10-29,35.973415,39.297821,35.694077,38.574207,38.574207,5452
2021-10-30,38.604053,40.050034,34.132248,34.905769,34.905769,5667
2021-10-31,35.038101,38.994057,33.286346,37.257652,37.257652,3476
2021-11-01,37.265732,37.591228,32.071461,37.015106,37.015106,5658
2021-11-02,37.051044,38.382130,32.629299,33.455215,33.455215,7206
2021-11-03,33.471668,38.057873,33.244965,36.432438,36.432438,1455
2021-11-04,36.400612,38.574234,31.600367,37.915787,37.915787,2188
2021-11-05,37.864834,38.223595,34.813644,38.006805,38.006805,5478
2021-11-06,38.041542,38.264637,32.696995,33.778297,33.778297,457
2021-11-07,33.808376,39.462227,33.654297,34.297207,34.297207,1133
2021-11-08,34.260269,36.866699,33.581276,36.644936,36.644936,122
2021-11-09,36.705112,36.784466,33.069363,33.303085,33.303085,286
2021-11-10,33.299622,33.413280,26.377941,30.604731,30.604731,1957
2021-11-11,30.626780,34.629192,27.069412,34.519993,34.519993,1950
2021-11-12,34.550667,34.848705,26.942436,29.542423,29.542423,2524
2021-11-13,29.536377,33.455742,29.534889,32.646835,32.646835,8262
2021-11-14,32.740604,33.286430,28.828428,31.565903,31.565903,535
2021-11-15,31.539581,32.299995,28.030485,28.105022,28.105022,317
2021-11-16,28.085241,217.315353,0.000000,27.725294,27.725294,1708
2021-11-17,27.718229,48.360470,0.000000,25.580919,25.580919,220
2021-11-18,25.592426,28.218166,25.456617,26.431084,26.431084,280
2021-11-19,26.440212,36.716351,26.435604,36.696449,36.696449,5461
2021-11-20,36.691158,47.004745,34.107288,42.849560,42.849560,79113
2021-11-21,42.837414,46.762791,34.693699,37.454041,37.454041,19920
2021-11-22,37.440540,41.236660,33.907768,40.414825,40.414825,29950
2021-11-23,40.414261,41.122498,34.156971,37.261497,37.261497,9467
2021-11-24,37.278355,40.322399,36.325108,36.651024,36.651024,9307
2021-11-25,37.570080,42.124104,35.160034,37.885841,37.885841,5782
2021-11-26,41.930332,42.091244,33.479744,35.172810,35.172810,4683
2021-11-27,35.133652,38.402782,33.325081,34.705074,34.705074,8168
2021-11-28,34.730618,34.814232,30.579659,32.506275,32.506275,294
2021-11-29,32.502865,37.672543,32.497658,35.579121,35.579121,509
2021-11-30,35.580647,35.856216,24.888306,34.061668,34.061668,10755
2021-12-01,34.047249,34.751545,31.105219,33.102695,33.102695,8740
2021-12-02,33.103436,33.130753,30.414286,30.414522,30.414522,2095
2021-12-03,30.401642,34.294640,28.159582,28.485897,28.485897,721
2021-12-04,28.483887,28.504847,26.047558,28.420258,28.420258,4331
2021-12-05,28.410761,31.166950,28.270296,28.688620,28.688620,5491
2021-12-06,28.700224,28.778494,25.484426,27.195168,27.195168,2703
2021-12-07,27.219421,28.419491,25.984571,27.395636,27.395636,3105
2021-12-08,27.396662,28.961309,26.209726,27.314898,27.314898,2456
2021-12-09,27.323183,27.438862,23.936920,24.148031,24.148031,2715
2021-12-10,24.133530,24.961796,21.939697,22.120708,22.120708,1034
2021-12-11,22.111525,24.296566,21.707376,24.296566,24.296566,42835
2021-12-12,24.293352,24.295053,22.409994,23.194073,23.194073,1986
2021-12-13,23.199003,23.221403,19.474592,21.169802,21.169802,314
2021-12-14,21.163509,22.187357,20.826864,21.234638,21.234638,1283
2021-12-15,21.238119,23.906712,21.227278,23.864878,23.864878,1748
2021-12-16,23.862879,27.871000,23.829914,27.338184,27.338184,646
2021-12-17,27.336132,27.356613,23.577780,24.358952,24.358952,1154
2021-12-18,24.362232,24.838680,23.947016,24.801979,24.801979,0
2021-12-19,24.801502,25.051809,22.911297,23.024979,23.024979,155
2021-12-20,23.022247,24.560028,22.172594,24.520842,24.520842,160
2021-12-21,24.515635,25.135998,24.511028,25.071571,25.071571,0
2021-12-22,25.057352,25.333990,22.983009,24.592825,24.592825,357
2021-12-23,24.600630,26.339615,24.283232,26.339615,26.339615,574
